,title,description,originallink,link,pubData
246,"2R 원정길 동행 NO…&apos;이적 임박&apos; <b>황의조</b>, 행선지 낭트 또는 울버햄턴?",축구국가대표팀 <b>황의조</b>가 지난 6월 14일 서울월드컵경기장에서 열린 이집트와 친선경기에서 골을 넣은 후 환호하고 있다. 상암 | 최승섭기자 thunder@sportsseoul.com <b>황의조</b>(보르도)가 2라운드 원정길에 동행하지 않는다.... ,http://www.sportsseoul.com/news/read/1148810?ref=naver,https://sports.news.naver.com/news.nhn?oid=468&aid=0000871715,"Sat, 06 Aug 2022 18:17:00 +0900"
247,"&apos;이적설&apos; <b>황의조</b>, 보르도 원정 명단서 제외",기사내용 요약 이적설의 중심에 있는 <b>황의조</b>(보르도)가 소속팀 보르도의 원정 경기 명단에서 제외됐다. 이적설의 중심에 있는 <b>황의조</b>(보르도)가 소속팀 보르도의 원정 경기 명단에서 제외됐다. 프랑스 프로축구 리그2... ,http://www.newsis.com/view/?id=NISX20220806_0001969929&cID=10523&pID=10500,https://sports.news.naver.com/news.nhn?oid=003&aid=0011348216,"Sat, 06 Aug 2022 17:59:00 +0900"
248,"&apos;원정 명단 제외&apos; <b>황의조</b>, 울버햄튼 이적 힌트일까?","이적설 중심에 있는 <b>황의조</b>(30, 보르도)가 소속 구단 원정 엔트리에서 제외됐다. 곧 차기 행선지 윤곽이... 1라운드 때 교체출전했던 <b>황의조</b>의 이름은 없었다. 이는 <b>황의조</b>의 이적이 임박했단 뜻으로 풀이할 수 있는... ",http://www.osen.co.kr/article/G1111913669,https://sports.news.naver.com/news.nhn?oid=109&aid=0004673366,"Sat, 06 Aug 2022 17:58:00 +0900"
249,"손흥민·김민재, 새 시즌 유럽에서 주목할 亞선수 7인에","김민재에 대해선 &quot;손흥민, <b>황의조</b>(보르도), 황희찬(울버햄튼), 황인범(올림피아코스) 등이 한국의 주요 선수들이었다면 김민재가 이제 새로운 스타로 등장할 수 있다&quot;고 했다. 튀르키예 페네르바체를 떠나 이탈리아... ",http://www.newsis.com/view/?id=NISX20220806_0001969896&cID=10523&pID=10500,https://sports.news.naver.com/news.nhn?oid=003&aid=0011348196,"Sat, 06 Aug 2022 17:32:00 +0900"
250,"&apos;울버햄튼 이적설&apos; <b>황의조</b>, 보르도 원정경기 명단 제외",<b>황의조</b>가 보르도의 원정경기 명단에서 제외됐다. 보르도는 6일(한국시각) 구단 홈페이지를 통해 2022-2023 프랑스 리그2 2라운드 원정경기에 나설 명단을 발표했다. 하지만 <b>황의조</b>의 이름은 찾을 수 없었다. <b>황의조</b>는 지난... ,http://www.stoo.com/article.php?aid=81859225577,http://www.stoo.com/article.php?aid=81859225577,"Sat, 06 Aug 2022 17:24:00 +0900"
251,"2라운드 명단 제외...<b>황의조</b>, 이적 &apos;초읽기&apos;",FC 지롱댕 드 보르도의 공격수 <b>황의조</b>의 이적이 점점 가시화되고 있다. 보르도는 6일(한국시간) 공식... 득점자인 <b>황의조</b>를 제외했다. 이를 두고 <b>황의조</b>의 이적이 임박했다는 추측이 거세졌다. 지난달 31일에 열린 리그2... ,https://www.xportsnews.com/article/1614638,https://sports.news.naver.com/news.nhn?oid=311&aid=0001485605,"Sat, 06 Aug 2022 17:07:00 +0900"
252,"&apos;울버햄턴 이적설&apos; <b>황의조</b>, 리그2 2라운드 출전 명단 제외",이적설이 불거지고 있는 <b>황의조</b>가 현 소속팀 지롱댕보르도의 다음 경기 출전 명단에서 제외됐다. 보르도는... 지난 1라운드 교체로 경기에 나섰던 팀 핵심 스트라이커 <b>황의조</b>의 이름은 없었다. <b>황의조</b>는 곧 팀을 떠날... ,http://www.footballist.co.kr/news/articleView.html?idxno=153697,https://sports.news.naver.com/news.nhn?oid=436&aid=0000061690,"Sat, 06 Aug 2022 16:41:00 +0900"
253,"&apos;세계 최고의 선수-새로운 슈퍼스타&apos; 손흥민·김민재, 눈여겨볼 亞 선수 7인 ...","ESPN은 &quot;한동안 한국을 대표하는 스타 선수는 손흥민과 보르도의 공격수 <b>황의조</b>, 울버햄튼의 공격수 황희찬, 루빈 카잔에서 이름을 날린 황인범이었다. 하지만 새로운 스타가 등장할 수 있다&quot;라고 알렸다. 이어 &quot;커다란... ",http://www.osen.co.kr/article/G1111913617,https://sports.news.naver.com/news.nhn?oid=109&aid=0004673336,"Sat, 06 Aug 2022 16:25:00 +0900"
254,"[오피셜] <b>황의조</b> 명단 제외…&quot;보르도 떠날 것, 이적 협상 유력&quot;","<b>황의조</b>(29)가 보르도 소집 명단에서 빠졌다. 최근에 프리미어리그, 리그앙 이적설이 돌고 있는데, 협상... <b>황의조</b>는 1라운드 개막전에 교체로 출전해 그라운드를 누볐는데, 2라운드 원정길에서 제외됐다. 프랑스 매체 &apos;웹... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=541269,https://sports.news.naver.com/news.nhn?oid=477&aid=0000374852,"Sat, 06 Aug 2022 15:51:00 +0900"
255,"손흥민·김민재, 유럽서 주목해야 할 亞 축구선수 7인에 선정","매체는 &quot;손흥민과 함께 <b>황의조</b>(보르도), 황희찬(울버햄튼), 황인범(올림피아코스) 등이 있지만 김민재라는 진정한 스타가 등장할 수 있다&quot;며 &quot;그는 위풍당당한 체격과 강인한 모습으로 &apos;괴물&apos;이라는 별명을 얻었다.... ",https://www.news1.kr/articles/4765198,https://sports.news.naver.com/news.nhn?oid=421&aid=0006262864,"Sat, 06 Aug 2022 14:46:00 +0900"
256,"ESPN &quot;손흥민·김민재, 새 시즌 기대해&quot;...주목할 亞 선수 7인 선정","최근 나폴리로 입성한 김민재에 대해서는 &quot;한동안 손흥민 다음으로 주목할 한국 선수로 보르도의 <b>황의조</b>와 울버햄튼의 황희찬, 최근 올림피아코스로 이적한 황인범이 있었다. 하지만 김민재라는 새로운 스타가 등장했다... ",http://www.stnsports.co.kr/news/articleView.html?idxno=153118,https://sports.news.naver.com/news.nhn?oid=450&aid=0000086481,"Sat, 06 Aug 2022 13:52:00 +0900"
257,"&apos;보르도 원정 엔트리 제외&apos;<b>황의조</b>,&apos;황희찬과 한솥밥&apos; 성사될까","&apos;벤투호 원톱&apos; <b>황의조</b>(30·보르도)가 황희찬과 한솥밥을 먹게 될까. 유럽 빅리그가 일제히 개막하는 8월 첫 주말, <b>황의조</b>의 울버햄턴행 가능성을 시사하는 외신들이 쏟아지고 있다. 5일(한국시각) 스포르 프랑스는... ",http://sports.chosun.com/news/ntype.htm?id=202208070100045980002680&servicedate=20220806,https://sports.news.naver.com/news.nhn?oid=076&aid=0003901750,"Sat, 06 Aug 2022 12:30:00 +0900"
258,"ESPN &apos;세리에 A 데뷔 앞둔 김민재, SON과 함께 새로운 스타 등극&apos;","ESPN은 &apos;보르도의 <b>황의조</b>, 울버햄튼의 황희찬, 올림피아코스의 황인범 등 손흥민의 대표팀 동료들이 유럽 무대에 모습을 드러냈다&apos;면서도 &apos;김민재가 진정한 새로운 스타로 등장할 수 있다. 몬스터라는 별명을 가지고 있고... ",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202208060818633323&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,https://sports.news.naver.com/news.nhn?oid=117&aid=0003633006,"Sat, 06 Aug 2022 12:03:00 +0900"
259,"울버햄튼 브루노 라즈 감독, 절박하게 <b>황의조</b> 원하는 이유는?","울버햄튼이 <b>황의조</b>(30, 보르도) 영입에 절박하게 매달리고 있다. 울버햄튼은 보르도에 이적료 200만 파운드(약 32억 원)를 주는 조건으로 <b>황의조</b> 영입 협상을 시작했다. 울버햄튼은 이미 공격수 파비오 실바를 임대로... ",http://www.osen.co.kr/article/G1111913373,https://sports.news.naver.com/news.nhn?oid=109&aid=0004673224,"Sat, 06 Aug 2022 11:42:00 +0900"
260,황희찬-<b>황의조</b>-정상빈...울버햄튼에서 꿈꾸는 &apos;한국 국대&apos; 삼각 편대,울버햄튼은 최근 보르도와 이별이 유력한 <b>황의조</b>를 노리고 있다. 유럽 이적시장 전문가 파브리시오 로마노 기자는 4일(이하 한국시간) &quot;울버햄튼이 <b>황의조</b> 영입을 위해 공식 제안서를 제출했다. 브루노 라지 감독의... ,http://www.interfootball.co.kr/news/articleView.html?idxno=578496,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144115,"Sat, 06 Aug 2022 11:01:00 +0900"
261,[유럽축구 개막③]EPL 두번째 시즌 황희찬…<b>황의조</b>는 이적설,"기사내용 요약 <b>황의조</b>, 프랑스 1부리그 낭트·EPL 울버햄튼 이적 협상설 독일 분데스리가 코리안리거 4인방... 또 프랑스 리그2(2부리그) 개막전 교체 투입으로 새 시즌을 시작한 <b>황의조</b>(30·보르도)는 이번 여름... ",http://www.newsis.com/view/?id=NISX20220803_0001966231&cID=10523&pID=10500,https://sports.news.naver.com/news.nhn?oid=003&aid=0011347922,"Sat, 06 Aug 2022 07:00:00 +0900"
262,"&apos;울버햄튼 이적설&apos; <b>황의조</b>, 갑작스런 명제...16번째 프리미어리거 탄생하나",<b>황의조</b>가 곧 있을 리그 경기 명단에서 제외됐다. 보르도는 7일 오전 2시(이하 한국시간) 로데스 AF와 프랑스 리그2 2라운드를 치를 예정이다. 경기를 앞두고 보르도는 출전 선수 명단 18인을 발표했다. 해당 명단에서 <b>황의조</b>... ,http://www.interfootball.co.kr/news/articleView.html?idxno=578481,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144105,"Sat, 06 Aug 2022 06:16:00 +0900"
263,울버햄튼이 가세해도… <b>황의조</b> 영입 포기 없는 낭트,울버햄튼 원더러스가 <b>황의조</b> 영입에 가세하면서 여름 내내 공들이던 낭트는 날벼락을 맞는 심정이다. 이적 전문 기자 파브리지오 기자를 비롯해 유럽 매체들은 일제히 울버햄튼의 <b>황의조</b> 영입 제안 소식을 전했다.... ,http://www.sportalkorea.com/news/view.php?gisa_uniq=2022080514272512&section_code=20&cp=se&sp=A,https://sports.news.naver.com/news.nhn?oid=139&aid=0002170920,"Fri, 05 Aug 2022 23:26:00 +0900"
264,"마인츠 이재성 “월드컵 시즌, 초반 경기력에 승부수”","감독의 신임을 받고 있는 이재성을 비롯해 정우영과 <b>황의조</b>, 황희찬 등 주말 개막을 앞둔 유럽파의 활약은 어느 때보다 중요해졌습니다. 대표팀의 핵심 전력인 이들의 활약은 벤투호의 월드컵 성적을 결정지을 최대... ",https://news.kbs.co.kr/news/view.do?ncd=5526774&amp;ref=A,https://sports.news.naver.com/news.nhn?oid=056&aid=0011315870,"Fri, 05 Aug 2022 21:58:00 +0900"
265,"울버햄튼, &apos;<b>황의조</b> 완전 영입 추진&apos;",울버햄튼이 <b>황의조</b>(29)를 영입 리스트에 올렸다. 완전 영입으로 데려오려고 한다. 글로벌 스포츠 매체 &apos;디 애슬레틱&apos;은 5일(한국시간) &quot;울버햄튼이 프리미어리그 새로운 시즌에 <b>황의조</b>를 잠재적인 공격수로 낙점했다.... ,https://www.spotvnews.co.kr/news/articleView.html?idxno=541205,https://sports.news.naver.com/news.nhn?oid=477&aid=0000374781,"Fri, 05 Aug 2022 21:43:00 +0900"
266,<b>황의조</b> 울버햄튼행? 손흥민과 맞대결 볼까 [해외축구 이적시장],이어 <b>황의조</b>(30·보르도)까지 좋은 소식을 눈앞에 두고 있다. 프랑스 레퀴프는 4일(한국시간) &quot;울버햄튼이 한국 축구대표팀 공격수 <b>황의조</b>를 영입하기 위해 보르도 구단에 이적료 300만 유로(40억 원)를 제안했다&quot;고... ,http://www.sportsq.co.kr/news/articleView.html?idxno=442537,http://www.sportsq.co.kr/news/articleView.html?idxno=442537,"Fri, 05 Aug 2022 20:44:00 +0900"
267,"[st&amp;프리뷰] 몸집 줄어든 늑대군단...&apos;11번&apos; 황소여, 꾸준하라!","이에 <b>황의조</b>(지롱 댕 보르도), 미키 바추아이(첼시 FC) 등의 이름이 오르내리고 있다. ◇ 이번 시즌 전망: 험난한 유럽 대항전 도전 선수단 변화가 크지 않기에 지난 시즌과 마찬가지로 중위권에서 경쟁을 펼칠 것으로... ",http://www.stnsports.co.kr/news/articleView.html?idxno=153080,https://sports.news.naver.com/news.nhn?oid=450&aid=0000086446,"Fri, 05 Aug 2022 20:39:00 +0900"
268,"&apos;인기만점&apos; <b>황의조</b>, &apos;이강인 친정팀&apos;도 관심",1부리그 이적을 노리는 <b>황의조</b>에게 이강인의 친정팀 발렌시아가 관심을 내비쳤다. 스페인 언론 엘데스마르케는 5일(한국시간) 발렌시아가 여러 공격수를 노리는 가운데 <b>황의조</b> 역시 노리고 있다고 전했다. 언론은... ,https://www.xportsnews.com/article/1614385,https://sports.news.naver.com/news.nhn?oid=311&aid=0001485336,"Fri, 05 Aug 2022 19:41:00 +0900"
269,"이럴 거면 <b>황의조</b> 데려가라…울버햄튼, 첼시 &apos;골칫덩이&apos; 임대 고민 중","그 와중에 <b>황의조</b>도 놓지 않고 있는 울버햄튼이다. 영국 &apos;데일리 메일&apos;은 &quot;울버햄튼이 첼시에 바추아이 임대를 문의했고, 스트라이커인 <b>황의조</b>를 영입하기 위해 보르도와 계속해서 협상 중이다. 울버햄튼의 브루노 라즈... ",http://www.fourfourtwo.co.kr/news/articleView.html?idxno=17399,https://sports.news.naver.com/news.nhn?oid=411&aid=0000013242,"Fri, 05 Aug 2022 18:41:00 +0900"
270,스포츠 중계 안하는 넷플릭스…무슨 이유 때문에?,"그간 손흥민의 토트넘을 비롯해 레알 마요르카(이강인), 지롱댕 드 보르도(<b>황의조</b>), 페네르바체(김민재) 등 한국 선수들이 뛰고 있는 팀의 경기를 생중계해 왔고, K리그와 공식 파트너십을 맺고 오는 2025년까지... ",http://www.mhns.co.kr/news/articleView.html?idxno=531333,http://www.mhns.co.kr/news/articleView.html?idxno=531333,"Fri, 05 Aug 2022 17:58:00 +0900"
271,"&apos;데뷔 시즌 한국인 최다골&apos; 황희찬의 EPL 두 번째 시즌, 손흥민처럼 만개할까","울버햄턴은 <b>황의조</b>, 미시 바추아이 등 추가 공격수 영입도 검토 중이다. 프리시즌 기간 경쟁자 페드루 네투, 다니엘 포덴세도 좋은 활약을 펼치며 자리를 잡은 만큼 황희찬은 히메네스의 부상 이탈이 예상되는 시즌... ",http://www.footballist.co.kr/news/articleView.html?idxno=153649,https://sports.news.naver.com/news.nhn?oid=436&aid=0000061641,"Fri, 05 Aug 2022 17:56:00 +0900"
272,"아프리카TV, 프랑스 리그1 생중계","리오넬 메시, 네이마르, 킬리안 음바페 등 세계적인 선수들이 활약하고 있으며 한국 국가대표 공격수 <b>황의조</b> 선수 또한 지난해까지 FC 지롱댕 드 보르도 소속으로 그라운드를 누볐다. 여러 중계 콘텐츠를 선보이고... ",https://zdnet.co.kr/view/?no=20220805100739,https://n.news.naver.com/mnews/article/092/0002264659?sid=105,"Fri, 05 Aug 2022 17:38:00 +0900"
273,모두 반기는 <b>황의조</b> 울버햄튼행... 결국은 이적료,<b>황의조</b>(보르도)의 이적 문제 해결책은 결국 돈이다. 겟프렌치풋볼은 5일(이하 한국시간) &quot;<b>황의조</b>가 올해 여름에 프리미어리그로 이적할 가능성이 커지고 있다. 울버햄튼은 이미 보르도에 300만 유로(39억 원)를 오프닝... ,http://www.osen.co.kr/article/G1111912962,https://sports.news.naver.com/news.nhn?oid=109&aid=0004672789,"Fri, 05 Aug 2022 16:37:00 +0900"
274,"아프리카TV, 프랑스 축구 &apos;리그 1&apos; 3시즌 연속 생중계","또한, 지난 시즌까지 리그 1에서 맹활약한 한국 국가대표 공격수 <b>황의조</b> 또한 리그 1 소속 구단들의 관심을 받고 있어 팬들의 관심이 모이고 있다. 이밖에도 리그 1은 지난 시즌 막강한 화력을 바탕으로 ‘리그 1... ",https://www.xportsnews.com/article/1614267,https://n.news.naver.com/mnews/article/311/0001485209?sid=004,"Fri, 05 Aug 2022 16:24:00 +0900"
275,"울버햄튼, <b>황의조</b> 영입 난항…첫 제안 &apos;300만 유로&apos; 거절",울버햄튼이 <b>황의조</b> 측에 전달한 첫 번째 제안이 공개됐다. 보르도와 협상을 계속하고 있다. 프랑스 매체 &apos;겟프렌치풋볼&apos;은 5일(한국시간) &quot;<b>황의조</b>가 올해 여름에 프리미어리그로 이적할 가능성이 커지고 있다. 울버햄튼은... ,https://www.spotvnews.co.kr/news/articleView.html?idxno=541120,https://sports.news.naver.com/news.nhn?oid=477&aid=0000374718,"Fri, 05 Aug 2022 16:17:00 +0900"
276,&apos;뭉찬2&apos; 성치경CP &quot;손흥민 출연 기대…비인기 종목 응원&quot;,"또한 최근 &apos;글로벌 축구 스타&apos; 특집을 통해 루드 굴리트를 비롯해 황희찬, <b>황의조</b>, 지소연, 조소현, 정우영 등 세계 각지에서 활약하고 있는 전세계적인 스타들을 &apos;뭉찬2&apos;에서 만날 수 있었다. 이에 대해 성치경 CP는... ",http://www.newsis.com/view/?id=NISX20220805_0001969284&cID=10601&pID=10600,https://n.news.naver.com/mnews/article/003/0011347219?sid=106,"Fri, 05 Aug 2022 15:21:00 +0900"
277,"보르도, 울버햄튼 첫 제안 거절...&apos;한국 국대 듀오&apos; 투톱 빨간불",보르도는 <b>황의조</b>를 영입하려고 제안한 울버햄튼의 이적료가 마음에 들지 않았다. 프랑스 보르도 지역 매체인 &apos;지롱댕4에버&apos;는 4일(이하 한국시간) &quot;울버햄튼은 <b>황의조</b>를 영입하기 위해 보르도에 최대 300만 유로(약 39억... ,http://www.interfootball.co.kr/news/articleView.html?idxno=578391,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144067,"Fri, 05 Aug 2022 15:01:00 +0900"
278,&apos;뭉쳐야 찬다 2&apos; 성치경 CP &quot;글로벌 축구 스타 특집 다음 목표는 손흥민&quot;,"앞서 루드 굴리트를 비롯해 황희찬, <b>황의조</b>, 지소연, 조소현, 정우영 등 세계 각지에서 활약하고 있는 글로벌 축구 스타들과의 만남이 뜨거운 반응을 불러일으켰다. “글로벌 축구 스타 특집의 다음 목표는 손흥민 선수”... ",http://enter.etoday.co.kr/view/news_view.php?varAtcId=228795,http://enter.etoday.co.kr/view/news_view.php?varAtcId=228795,"Fri, 05 Aug 2022 14:22:00 +0900"
279,"&quot;<b>황의조</b>, 너무 많은 중개인에 지쳤다&quot;…낭트행 가능성 ↓",한국 국가대표 공격수 <b>황의조</b>가 FC 낭트 이적을 둘러싸고 복잡해지는 협상에 지쳤다는 보도가 나왔다. <b>황의조</b>는 소속팀 지롱댕 보르도가 2부리그로 강등되면서 이적을 추진하고 있다. 앙투안 콩부아레 낭트 감독이 그를... ,https://www.besteleven.com/news/articleView.html?idxno=210692,https://sports.news.naver.com/news.nhn?oid=343&aid=0000114759,"Fri, 05 Aug 2022 14:12:00 +0900"
280,"‘첼시가 주급 일부 보전’ 울버햄튼, <b>황의조</b> 대신 임대생 더 선호","공격수 수급이 시급한 울버햄튼 원더러스가 미키 바추아이와 <b>황의조</b>를 두고 고민을 이어가는 가운데 변수는... 결국, 눈을 돌린 결과 바추아이와 <b>황의조</b>를 낙점하고 고민 중이다. 두 선수를 두고 <b>황의조</b>가 불리한... ",http://www.sportalkorea.com/news/view.php?gisa_uniq=2022080510125712&section_code=20&cp=se&sp=A,https://sports.news.naver.com/news.nhn?oid=139&aid=0002170889,"Fri, 05 Aug 2022 13:13:00 +0900"
281,"아프리카티비(TV), 프랑스 축구 ‘리그 1(리그앙)’ 3시즌 연속 생중계","또한, 지난 시즌까지 리그 1에서 맹활약한 한국 국가대표 공격수 <b>황의조</b> 또한 리그 1 소속 구단들의 관심을 받고 있어, 팬들의 관심이 모이고 있다. 이밖에도 리그 1은 지난 시즌 막강한 화력을 바탕으로 ‘리그 1... ",http://gamefocus.co.kr/detail.php?number=132351,http://gamefocus.co.kr/detail.php?number=132351,"Fri, 05 Aug 2022 12:06:00 +0900"
282,"아프리카TV, 프랑스 축구 ‘리그 1(리그앙)’ 3시즌 연속 생중계","또한, 지난 시즌까지 리그 1에서 맹활약한 한국 국가대표 공격수 <b>황의조</b> 또한 리그 1 소속 구단들의 관심을 받고 있어, 팬들의 관심이 모이고 있다. 리그 1은 지난 시즌 막강한 화력을 바탕으로 ‘리그 1 최다... ",http://www.edaily.co.kr/news/newspath.asp?newsid=02282886632424368,https://n.news.naver.com/mnews/article/018/0005284888?sid=105,"Fri, 05 Aug 2022 12:03:00 +0900"
